,,,,,,,
Year,Source,Product Name,Country Name,Volume (kg),Value (USD),Calculated Duty (USD),Edible code
1988,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN",GERMANY,"19,323","76,680",,E
1988,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN",PORTUGAL,435,"1,008",,E
1986,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FRESH > QUOTA",UNITED KINGDOM,"7,552","36,630",,E
1981,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FRESH/FROZEN,BELGIUM,"15,200","24,500",,E
1986,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FRESH/FROZEN,UNITED KINGDOM,96,"1,778",,E
1986,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",NORWAY,675,"8,400",,E
1980,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",IRELAND,"107,411","360,826",,E
1973,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",UNITED KINGDOM,"6,872","13,560",,E
1977,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FROZEN",NETHERLANDS,"2,195","2,956",,E
1976,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,FRANCE,"2,245","3,970",,E
1976,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",NORWAY,"5,000","13,710",,E
1974,IMP,GROUNDFISH COD NSPF FROZEN,DENMARK,"20,140","34,232",,E
1975,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,NETHERLANDS,"7,544","11,782",,E
1988,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",SPAIN,"22,135","45,298",,E
1986,IMP,GROUNDFISH COD NSPF FILLET FRESH > QUOTA,ICELAND,953,"4,830",,E
1985,IMP,GROUNDFISH COD NSPF FILLET FRESH > QUOTA,GERMANY,"4,311","16,632",,E
1988,IMP,GROUNDFISH COD NSPF FROZEN,NORWAY,"44,960","62,476",,E
1984,IMP,GROUNDFISH COD NSPF FILLET FRESH > QUOTA,ICELAND,160,422,,E
1976,IMP,GROUNDFISH COD NSPF FILLET FRESH > QUOTA,DENMARK,218,634,,E
1985,IMP,GROUNDFISH COD NSPF FRESH,ICELAND,193,"1,105",,E
1986,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"19,160","44,130",,E
1975,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,GERMANY,"20,540","25,856",,E
1987,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FRESH",NORWAY,875,"1,452",,E
1976,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"452,334","564,670",,E
1976,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",PORTUGAL,181,490,,E
1974,IMP,GROUNDFISH POLLOCK NSPF CANNED NOT IN OIL,GERMANY,82,427,,E
1985,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",ICELAND,270,"1,788",,E
1987,IMP,GROUNDFISH COD NSPF FROZEN,SPAIN,"19,181","19,726",,E
1987,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",DENMARK,"2,956","13,684",,E
1987,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,PORTUGAL,"2,859","5,421",,E
1984,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK,OCEAN PERCH FILLET IN QUOTA",NORWAY,"19,595","25,650",,E
1974,IMP,GROUNDFISH COD NSPF FILLET FROZEN IN QUOTA,DENMARK,474,730,,E
1987,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FROZEN",NORWAY,"20,000","32,637",,E
1979,IMP,GROUNDFISH POLLOCK NSPF SMOKED CANNED IN OIL,NORWAY,283,"2,132",,E
1976,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,UNITED KINGDOM,"13,477","22,540",,E
1979,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"2,155","3,954",,E
1979,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,IRELAND,"2,272","4,736",,E
1985,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,FRANCE,"42,211","86,360",,E
1976,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,SWEDEN,"19,160","23,418",,E
1972,IMP,GROUNDFISH POLLOCK NSPF SMOKED CANNED IN OIL,GERMANY,102,482,,E
1972,IMP,"GROUNDFISH COD,CUSK,EELS,HADDOCK,HAKE,POLLOCK,SHAD FRESH/FROZEN",PORTUGAL,"1,875","2,224",,E
1972,IMP,GROUNDFISH POLLOCK NSPF SMOKED CANNED IN OIL,GERMANY,82,379,,E
1974,IMP,GROUNDFISH COD NSPF FRESH,FRANCE,"7,466","10,605",,E
2008,IMP,GROUNDFISH COD ATLANTIC FILLET FROZEN,NORWAY,"211,216","2,570,016",0,E
2008,IMP,GROUNDFISH HADDOCK FROZEN,NORWAY,"4,265,701","15,612,169",0,E
2008,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,NORWAY,315,"8,892",0,E
2008,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,NORWAY,"2,250","61,425",0,E
2008,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NORWAY,"6,809","46,387",0,E
2008,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"142,036","284,071",0,E
2008,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,NORWAY,907,"14,714",0,E
2008,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"14,907","29,814",0,E
2009,IMP,GROUNDFISH COD NSPF FRESH,ICELAND,"40,345","367,730",0,E
2009,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,NORWAY,"8,328","109,557",0,E
2008,IMP,GROUNDFISH COD NSPF FROZEN,ICELAND,944,"2,285",0,E
2009,IMP,GROUNDFISH COD NSPF MINCED FROZEN > 6.8KG,ICELAND,"290,322","557,353",0,E
2009,IMP,GROUNDFISH POLLOCK NSPF FILLET FROZEN,ICELAND,"319,813","1,166,438",0,E
2009,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,"82,525","341,296",0,E
2009,IMP,GROUNDFISH COD ATLANTIC FILLET FROZEN,ICELAND,"892,973","6,731,117",0,E
2009,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"105,679","447,269",0,E
2009,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FROZEN,PORTUGAL,"20,412","74,250",0,E
2009,IMP,GROUNDFISH COD NSPF FILLET FROZEN,PORTUGAL,967,"7,358",0,E
2011,IMP,GROUNDFISH POLLOCK NSPF FILLET SALTED,ICELAND,"96,507","613,403",0,E
2014,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"1,015,725","10,914,398",0,E
2014,IMP,GROUNDFISH NSPF MEAT FRESH,ICELAND,"469,552","3,751,646",0,E
2014,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"65,769","866,137",0,E
2014,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"812,081","3,522,568",0,E
2014,IMP,GROUNDFISH COD NSPF FILLET FROZEN,SPAIN,"4,552","78,772",0,E
2014,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,"319,346","1,821,101",0,E
2014,IMP,GROUNDFISH COD ATLANTIC FRESH,UNITED KINGDOM,693,"8,474",0,E
2014,IMP,GROUNDFISH WHITING FILLET BLOCKS FROZEN > 4.5KG,PORTUGAL,"22,386","97,264",0,E
2015,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,"341,204","1,862,606",0,E
2015,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,499,"3,267",0,E
2015,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"44,439","262,369",0,E
2015,IMP,GROUNDFISH COD NSPF FRESH,NORWAY,"95,626","307,318",0,E
2011,IMP,GROUNDFISH COD ATLANTIC FILLET FROZEN,ICELAND,"724,138","5,368,916",0,E
2011,IMP,GROUNDFISH COD ATLANTIC FROZEN,NORWAY,"1,595","6,570",0,E
2015,IMP,GROUNDFISH NSPF MEAT FRESH,NORWAY,"735,615","7,773,155",0,E
2015,IMP,GROUNDFISH NSPF MEAT FRESH,SPAIN,"61,048","617,365",0,E
2010,IMP,GROUNDFISH COD ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"99,101","471,557",0,E
2010,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NORWAY,"90,884","486,248",0,E
2010,IMP,GROUNDFISH POLLOCK NSPF FILLET FROZEN,ICELAND,"437,273","2,346,009",0,E
2010,IMP,GROUNDFISH POLLOCK NSPF FILLET FROZEN,NORWAY,"4,899","18,272",0,E
2010,IMP,GROUNDFISH POLLOCK NSPF FILLET FROZEN,FRANCE,"1,951","8,264",0,E
2010,IMP,GROUNDFISH POLLOCK NSPF FILLET SALTED,ICELAND,"198,196","1,081,515",0,E
2010,IMP,GROUNDFISH COD NSPF FROZEN,NORWAY,"75,227","150,453",0,E
2010,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,NORWAY,"2,105","26,800",0,E
2010,IMP,GROUNDFISH POLLOCK NSPF FILLET FROZEN,SPAIN,"2,655","25,364",0,E
2010,IMP,"GROUNDFISH HAKE,WHITING FROZEN",PORTUGAL,384,"2,246",0,E
2011,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"190,445","2,517,771",0,E
2011,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"13,132","143,295",0,E
2010,IMP,GROUNDFISH HADDOCK FRESH,NORWAY,"5,921","15,394",0,E
2010,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"17,640","288,338",0,E
2011,IMP,GROUNDFISH COD ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"251,819","807,371",0,E
2013,IMP,GROUNDFISH HADDOCK MEAT FRESH,ICELAND,"3,855","40,180",0,E
2013,IMP,GROUNDFISH HADDOCK FILLET FROZEN,ICELAND,"247,038","2,096,982",0,E
2013,IMP,GROUNDFISH POLLOCK ATLANTIC FILLET FROZEN,ICELAND,"46,266","234,600",0,E
2013,IMP,GROUNDFISH COD ATLANTIC FROZEN,NORWAY,"137,828","400,301",0,E
2013,IMP,GROUNDFISH POLLOCK ATLANTIC FILLET FROZEN,ICELAND,"34,548","172,595",0,E
2013,IMP,GROUNDFISH NSPF FILLET FRESH,PORTUGAL,807,"4,094",0,E
2011,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FROZEN,PORTUGAL,"23,809","71,075",0,E
2013,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"140,722","745,415",0,E
2013,IMP,GROUNDFISH COD NSPF FILLET FROZEN,GERMANY,"86,400","524,016",0,E
2013,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"46,459","723,583",0,E
2013,IMP,GROUNDFISH COD ATLANTIC FRESH,FINLAND,405,"3,341",0,E
2013,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED",ICELAND,"4,475","94,132",0,E
2013,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FROZEN,ICELAND,"2,722","31,681",0,E
2011,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"3,218","71,400",0,E
2013,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"373,601","1,743,293",0,E
2013,IMP,GROUNDFISH COD NSPF DRIED,SPAIN,"1,560","12,179",0,E
2013,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,ICELAND,"166,098","873,261",0,E
2013,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"1,594","21,458",0,E
2013,IMP,GROUNDFISH NSPF FILLET FRESH,UNITED KINGDOM,"3,379","15,203",0,E
2011,IMP,GROUNDFISH COD NSPF FILLET FROZEN,SPAIN,"1,310","8,278",0,E
2012,IMP,GROUNDFISH NSPF FILLET DRIED/SALTED/BRINE,SPAIN,269,"4,424",0,E
2012,IMP,GROUNDFISH NSPF MEAT FRESH,NORWAY,"38,424","249,494",0,E
2012,IMP,GROUNDFISH HADDOCK MEAT FROZEN > 6.8KG,NORWAY,"437,025","1,209,757",0,E
2012,IMP,GROUNDFISH COD NSPF DRIED,SPAIN,"4,350","44,449",0,E
2012,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"240,087","2,838,244",0,E
2012,IMP,GROUNDFISH POLLOCK ATLANTIC FILLET FROZEN,ICELAND,"161,796","820,410",0,E
2012,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"27,385","58,131",0,E
2012,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,NORWAY,"4,202","13,250",0,E
2012,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"2,694","13,204",0,E
2012,IMP,GROUNDFISH COD NSPF DRIED,PORTUGAL,"143,451","1,392,322",0,E
2012,IMP,GROUNDFISH NSPF FILLET FROZEN,ICELAND,"9,525","51,900",0,E
2012,IMP,GROUNDFISH HADDOCK MEAT FRESH,ICELAND,"21,920","271,223",0,E
2012,IMP,GROUNDFISH NSPF FILLET DRIED/SALTED/BRINE,NORWAY,"25,000","135,221",0,E
2012,IMP,GROUNDFISH HAKE FILLET FRESH,PORTUGAL,"7,644","45,793",0,E
2011,IMP,GROUNDFISH COD NSPF MINCED FROZEN > 6.8KG,ICELAND,"190,359","396,726",0,E
2012,IMP,GROUNDFISH NSPF MEAT FRESH,UNITED KINGDOM,"1,083","12,532",0,E
2011,IMP,GROUNDFISH HADDOCK FILLET FROZEN,DENMARK,"61,109","239,804",0,E
2012,IMP,GROUNDFISH NSPF FROZEN,UNITED KINGDOM,"18,000","85,200",0,E
2012,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,PORTUGAL,"21,000","189,783",0,E
2013,IMP,GROUNDFISH COD NSPF FILLET FROZEN,SPAIN,420,"4,890",0,E
2013,IMP,GROUNDFISH COD NSPF MEAT FRESH,NORWAY,"1,589","13,200",0,E
2013,IMP,GROUNDFISH COD NSPF DRIED,ICELAND,"4,972","35,240",0,E
2013,IMP,GROUNDFISH COD ATLANTIC FROZEN,PORTUGAL,"5,674","41,311",0,E
2013,IMP,GROUNDFISH HAKE FRESH,PORTUGAL,504,"4,428",0,E
2015,IMP,GROUNDFISH HADDOCK FROZEN,NORWAY,"4,254,294","16,034,160",0,E
2015,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"5,335","38,060",0,E
2015,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"21,818","290,508",0,E
2015,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,"11,925","83,419",0,E
2013,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,NORWAY,520,"9,250",0,E
2015,IMP,GROUNDFISH HADDOCK FRESH,ICELAND,"3,952","16,193",0,E
2014,IMP,GROUNDFISH COD ATLANTIC FRESH,UNITED KINGDOM,607,"2,203",0,E
2015,IMP,GROUNDFISH COD NSPF FILLET FRESH,UNITED KINGDOM,"1,200","5,950",0,E
2015,IMP,GROUNDFISH HADDOCK FILLET FRESH,UNITED KINGDOM,"6,151","69,218",0,E
2014,IMP,GROUNDFISH WHITING FILLET BLOCKS FROZEN > 4.5KG,SPAIN,"6,638","19,024",0,E
2014,IMP,GROUNDFISH NSPF FILLET FRESH,NORWAY,"36,023","334,362",0,E
2016,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,"24,814","145,317",0,E
2016,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"7,251","41,942",0,E
2016,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,844,"5,886",0,E
2016,IMP,GROUNDFISH COD NSPF FROZEN,SPAIN,"3,969","34,544",0,E
2016,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,"12,116","135,193",0,E
2016,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"2,200","28,309",0,E
2016,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"68,653","963,689",0,E
2016,IMP,GROUNDFISH NSPF MEAT FRESH,NORWAY,"966,950","9,933,834",0,E
2014,IMP,GROUNDFISH HADDOCK FROZEN,ICELAND,"89,254","417,571",0,E
2014,IMP,GROUNDFISH HADDOCK MEAT FRESH,ICELAND,"2,275","30,728",0,E
2014,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"2,912","17,320",0,E
2016,IMP,GROUNDFISH NSPF FILLET FROZEN,PORTUGAL,"8,577","34,738",0,E
2015,IMP,GROUNDFISH POLLOCK NSPF FRESH,ICELAND,240,"2,144",0,E
2014,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,NORWAY,"41,969","427,143",0,E
2014,IMP,GROUNDFISH NSPF FILLET DRIED/SALTED/BRINE,ICELAND,"6,000","58,700",0,E
2015,IMP,GROUNDFISH HADDOCK FILLET FRESH,NORWAY,"58,387","415,733",0,E
2015,IMP,GROUNDFISH COD ATLANTIC FROZEN,ICELAND,"69,030","209,916",0,E
2015,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"28,288","278,099",0,E
2015,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"10,646","134,290",0,E
2014,IMP,GROUNDFISH HAKE FILLET FROZEN,PORTUGAL,"1,796","9,626",0,E
2016,IMP,GROUNDFISH POLLOCK NSPF FRESH,ICELAND,612,"5,468",0,E
2016,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,NORWAY,"2,041","32,850",0,E
2016,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED",FRANCE,3,"5,163",0,E
2015,IMP,GROUNDFISH HADDOCK FILLET FROZEN,ICELAND,"1,143","10,080",0,E
2016,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,NORWAY,"12,799","152,017",0,E
2015,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,364,"5,387",0,E
2015,IMP,GROUNDFISH NSPF MEAT FRESH,FRANCE,769,"10,862",0,E
2014,IMP,GROUNDFISH HADDOCK FILLET FRESH,UNITED KINGDOM,735,"8,100",0,E
2014,IMP,GROUNDFISH HAKE FRESH,PORTUGAL,"2,112","21,068",0,E
2014,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NORWAY,"14,491","61,278",0,E
2014,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED",UNITED KINGDOM,136,"5,841",0,E
2014,IMP,GROUNDFISH OCEAN PERCH NSPF FROZEN,PORTUGAL,"1,296","5,088",0,E
2016,IMP,GROUNDFISH BLUE WHITING FRESH,IRELAND,"46,600","30,290",0,E
2015,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,272,"3,450",0,E
2016,IMP,GROUNDFISH COD NSPF MEAT FROZEN > 6.8KG,NORWAY,"236,886","322,164",0,E
2016,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"1,571","6,227",0,E
2016,IMP,GROUNDFISH COD NSPF FILLET FROZEN,ICELAND,"62,243","768,816",0,E
2016,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,"1,716","25,407",0,E
2016,IMP,GROUNDFISH COD NSPF MEAT FROZEN > 6.8KG,NORWAY,"43,735","155,360",0,E
2017,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"22,043","90,496",0,E
2017,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NORWAY,"879,699","3,188,151",0,E
2017,IMP,GROUNDFISH POLLOCK ATLANTIC FILLET FROZEN,ICELAND,"145,560","732,910",0,E
2017,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"139,257","1,807,944",0,E
2017,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,NORWAY,254,"2,956",0,E
2017,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"623,478","8,017,365",0,E
2017,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"43,251","586,682",0,E
2017,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"227,385","3,031,768",0,E
2016,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,205,"2,584",0,E
2016,IMP,GROUNDFISH HADDOCK FRESH,NORWAY,391,"2,109",0,E
2017,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,"11,045","91,649",0,E
2017,IMP,GROUNDFISH COD NSPF FRESH,NORWAY,"13,107","50,784",0,E
2017,IMP,GROUNDFISH HADDOCK FRESH,NORWAY,"19,871","76,134",0,E
2017,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,"978,947","12,374,828",0,E
2017,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"3,503","19,489",0,E
2017,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,PORTUGAL,"1,980","25,167",0,E
2017,IMP,GROUNDFISH HADDOCK MEAT FRESH,ICELAND,170,"2,648",0,E
2017,IMP,GROUNDFISH COD NSPF FILLET FROZEN,SPAIN,976,"13,105",0,E
2017,IMP,GROUNDFISH COD NSPF FILLET FROZEN,SPAIN,204,"5,710",0,E
2017,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"5,778","64,274",0,E
2017,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,NORWAY,"2,823","16,671",0,E
2017,IMP,GROUNDFISH HADDOCK FILLET FRESH,NORWAY,450,"3,020",0,E
2017,IMP,GROUNDFISH NSPF FILLET DRIED/SALTED/BRINE,ICELAND,"9,580","59,328",0,E
2017,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,UNITED KINGDOM,"3,646","43,847",0,E
2017,IMP,GROUNDFISH CUSK FILLET FROZEN,NORWAY,"2,140","4,237",0,E
2017,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"1,134","13,500",0,E
2017,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"55,397","610,670",0,E
2017,IMP,GROUNDFISH NSPF FILLET DRIED/SALTED/BRINE,NORWAY,"7,650","179,400",0,E
2017,IMP,GROUNDFISH HADDOCK FROZEN,UNITED KINGDOM,"3,301","10,200",0,E
2017,IMP,GROUNDFISH COD NSPF DRIED,PORTUGAL,"9,144","84,833",0,E
2017,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED",UNITED KINGDOM,"1,353","10,588",0,E
2017,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH,ICELAND,181,"2,280",0,E
2018,IMP,GROUNDFISH NSPF FILLET FROZEN,ICELAND,"328,419","1,596,981",0,E
2018,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,634,"8,156",0,E
2018,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,"3,412","41,867",0,E
2018,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FROZEN,ICELAND,518,"3,420",0,E
2018,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"282,210","3,292,948",0,E
2018,IMP,GROUNDFISH OCEAN PERCH NSPF FROZEN,PORTUGAL,"3,120","11,280",0,E
2018,IMP,GROUNDFISH COD NSPF DRIED,PORTUGAL,"64,609","654,689",0,E
2018,IMP,GROUNDFISH COD NSPF MINCED FROZEN > 6.8KG,ICELAND,"161,659","340,814",0,E
2018,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NORWAY,"35,292","255,959",0,E
2018,IMP,GROUNDFISH COD NSPF DRIED,PORTUGAL,"3,000","21,793",0,E
2018,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,"15,829","164,425",0,E
2018,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,FRANCE,563,"5,237",0,E
2018,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,"52,557","485,763",0,E
2018,IMP,GROUNDFISH COD NSPF MEAT FROZEN > 6.8KG,PORTUGAL,"23,359","186,612",0,E
2018,IMP,GROUNDFISH COD NSPF FILLET FROZEN,ICELAND,"23,948","172,122",0,E
2018,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,NORWAY,"33,080","292,008",0,E
2018,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"71,847","546,469",0,E
2018,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"77,212","561,612",0,E
2018,IMP,GROUNDFISH POLLOCK ATLANTIC FILLET FROZEN,GERMANY,"2,449","13,500",0,E
2018,IMP,GROUNDFISH NSPF DRIED,PORTUGAL,"11,436","33,826",0,E
2018,IMP,GROUNDFISH POLLOCK ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"54,146","114,939",0,E
2021,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"202,990","3,181,125",0,E
2021,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,"192,235","1,817,675",0,E
2021,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"2,097","32,320",0,E
2021,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"196,394","1,035,537",0,E
2021,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,"874,730","13,779,481",0,E
2021,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,454,"7,800",0,E
2021,IMP,GROUNDFISH NSPF FILLET FROZEN,PORTUGAL,"5,525","28,207",0,E
2021,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,SPAIN,630,"12,339",0,E
2021,IMP,GROUNDFISH POLLOCK NSPF FILLET FRESH,ICELAND,"32,890","333,507",0,E
2019,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,"12,419","137,214",0,E
2019,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"4,908","28,380",0,E
2021,IMP,"GROUNDFISH HAKE,WHITING FROZEN",SPAIN,"6,995","23,906",0,E
2019,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,"2,751","42,014",0,E
2019,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,"1,088","6,516",0,E
2021,IMP,GROUNDFISH COD NSPF DRIED,PORTUGAL,"5,675","63,720",0,E
2021,IMP,GROUNDFISH COD ATLANTIC FRESH,NETHERLANDS,914,"5,244",0,E
2019,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,NORWAY,"2,733","31,660",0,E
2019,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,"83,019","1,041,974",0,E
